review_id,product_id,review_content,rating,date,helpful_vote,verified_purchase,top_reviewer,title,bought_model,is_anomaly
1239,1,Great reading capability in any light conditions.,5,2018-09-06,,True,,Easy on the eyes.,,
1240,1,"I like the Kindle. Initially didn't think much of the battery because I was constantly using it. However now I realise it's actually a big problem and why I don't feel like using the Kindle anymore. I would charge it, not even USE it, and the battery is dead. How?????? Then the next issue I have is when I do press the ""power"" button thinking I'm saving battery when I turn it on it's still dead. I loved using it when it actually had a full or half battery, but if it's going to be dead no matter if it's on or off is a waste of my time. I went back to Kindle on my phone.",2,2018-09-06,,True,,It's amazing when it actually has charge,,
1241,1,"Awesome product, no complaints, great upgrade from my 3rd generation regular Kindle. Got it on Prime Day for dirt cheap, so that plays in to the 5 star review",5,2018-07-28,,True,,Great upgrade from older generation kindles,,
1242,1,I decided on the higher resolution because my eyes aren’t what the use to be. I look forward to reading on my first ereader.,5,2018-07-28,,True,,Higher resolution,,
1243,1,"Very easy on the eyes, comfortable to hold, and the charge lasts for a long, LONG time!  This was one of my better purchases.  Thank you Amazon!",5,2018-07-28,,True,,VERY NICE!,,
1244,1,I bought it for my wife and she loves it. She's showing it to all her friends. Most every one is planning to buy the same unit. She enjoys the lighted screen and the non-glare surface for reading outside.,5,2018-07-28,,True,,I bought it for my wife and she loves it ...,,
1245,1,"Perfect for me with my nightime reading needs. Smooth operation and it fits in my back pocket. No eye strain, and painless sync with my Amazon account since I prefer to purchase on the PC. No complaints.",5,2018-07-28,,True,,Solid Reader on Sale or Not,,
1246,1,"I mainly bought this 'cause it was on sale.  That being said, I am delighted with it. I can read at night without a lamp or leaving a light on, quickly switch between books, and I my literature reading has gone way up since purchasing",5,2018-07-28,,True,,Online impulse buy that worked out!,,
1247,1,I love the freetime app that lets me share this device with my kids.,4,2018-07-28,,True,,Good parental controls and usability,,
1248,1,"I like this Paperwhite very much.  My only complaint is that when it opens, there is a page of new kindle books and you have to swipe the page to go on to your book.  The older version I had and loved, didn't have that.  It's really annoying to open(I have a cover) or turn on the Kindle and see this screen with a new cover/book displayed.  I always buy my books on this site and get email all the time with new books or books that Amazon thinks I might enjoy based on my previous choices of books, so I really don't want to see this page before I can even start reading.  I researched how to get rid of it and could not find a way to circumvent it.  I did see others were upset by this new configuration.",4,2018-07-28,,True,,Irritating opening page,,
1249,1,"Sometime the screen looks weird when getting to a new page, but it is easy to get use to... XD",5,2018-07-28,,True,,Nice gift!,,
1250,1,The battery power is amazing!  I love that I read it outdoors and it's perfect for my cruise trip in the spring!,5,2018-07-28,,True,,The battery power is amazing! I love that I read it outdoors and ...,,
1251,1,Best value e-reader.  This is my third Paperwhite.  I keep upgrading whenever they release a new version because this is the best e-reader you'll find.,5,2018-05-30,,True,,Best value e-reader,,
1252,1,"It's a bit smaller a footprint than I'd expected.  The reading is very good when reading a book in the kindle format, but pdfs of which I have quite a lot that I must read can be difficult.  So, I tried converting the pdfs to kindle format but the text size ended up huge.  It would be great if pdfs looked formatted as on a tablet or pc screen but on the kindle which is easier on the eyes.  It's a nice product.  If it handled pdfs better I'd have given it 5 stars.",4,2018-05-30,,True,,The reading is very good when reading a book in the kindle format,,
1253,1,I love the size of this reader. So light. Feels like a book,4,2018-05-30,,True,,Four Stars,,
1254,1,Love it! So easy to read in sunlight.,5,2018-05-30,,True,,Five Stars,,
1255,1,"This is my second Kindle, so I am very happy with it !  I cracked the screen on the first one , still don't know how that happened, so be careful !",5,2018-05-30,,True,,so I am very happy with it,,
1256,1,"I started my ebook era with audible. At first I loved it. I could listen in my car and at work. But I slowly realized I was missing a lot of detail and finding myself lost instead of enjoying the plot. I decided to buy a Kindle instead. Great choice. I don’t have a lot of room in my house for book shelves so I knew ebooks were my only choice. The paper white looks so nice, it’s easy to read. I have been getting about 3 weeks of battery. The kindle store accessed right on the device makes it easy to find books you want to read. Goodreads is a great way to find new books you’ve never heard of. My experience has been amazing. I would recommend Kindle to any readers.",5,2018-05-30,,True,,I love my Paperwhite.,,
1257,1,I lost my previous Kindle. This one came in a few days with all my books intact. To have all my underlined sections sent to my email was very welcome addition.,5,2018-05-30,,True,,Reading under the stars and under the bright sun,,
1258,1,"Kept my original account and the transfer from my old kindle to my new kindle couldn't have been easier.  Just chose the selection &#34;original account&#34; and it was loaded with all of my current library.  I didn't need a computer to transfer anything.  There's many more options available on my new kindle.  Of course, my old kindle was 5 1/2 years old.  Everything is still on my old kindle, including new purchases.  I used my old cover on my new kindle.  The battery life is better on my new kindle paperwhite.  I read at least a couple of hours a day.  I am a very satisfied user.  Well worth the money.",5,2018-05-30,,True,,The battery life is better on my new kindle paperwhite,,
1259,1,"It is compact, pleasing to the eye print, adjustable brightness, with plenty of storage for all your favorite books.",4,2018-05-30,,True,,with plenty of storage for all your favorite books.,,
1260,1,just love it,5,2018-05-30,,True,,Five Stars,,
1261,1,"I haven't had a lot of opportunities to use this, but so far, I have no complaints. I like the size and it does balance well no matter what position I'm reading from. I can't wait to give this a real try and maybe get a real good rating session with it. Alsocan't wait ro load some more books on it and get more reading done.",4,2018-08-03,,True,,"Nice little device, this far.",,
1262,1,"I got this to replace a seven-year-old Kindle and it's definitely an improvement -- easier to read and seems more responsive to changing pages, etc. That said, I'm also feeling let down. The &#34;Paperwhite&#34; isn't as white as I expected, and at the bottom there are three vague shadows that may have something to do with the back lighting. The shadows are faint and don't interfere with reading, but they are distracting, at least to me. I got a pretty good discount so I don't feel like I got a bad deal, but somehow feel let down.",3,2018-08-03,,True,,The white in Paperwhite not white enough,,
1263,1,"I use my Kindle to read books, nothing else.  I think it's just the best!!!  I would spring for the version without special offers next time as I find them intrusive, but overall, Kindle is a great value.",5,2018-08-03,,True,,I think it's just the best!!,,
1264,1,I Love It....I read while my husband drives and I find it lowers my Blood pressure....Not that he is a bad driver but we usually talk all the way and by the time we get somewhere Im sorta stressed out.<br />I plan on buying him one to use to read at home in bed. I love to use mine then. In fact I never leave the house without it. Even if Im going to the Dr's office I bring my reader so I dont have to read those useless magazines.<br />Thanks Amazon for My Kindle Paperwhite reader.I may trade him mine and but myself one that has audio so Ive got the ability to get my favorite music also..,5,2018-08-03,,True,,I Love It.,,
1265,1,"Like most of the features on my new Kindle paperwhite, but miss some of the features of the old kindle - could turn pages on either side of the page, miss book list (really don't need to see cover (kind of blurry anyway)), and really miss Thread Words.<br />Not really set up for left handed people.",4,2018-08-03,,True,,Not for left handers,,
1266,1,This item has been critical on the road to Self-Mastery.,5,2018-08-03,,True,,Review says it all.,,
1267,1,"This reader was much smaller than I expected it to be, but the print is adjustable and I can make it the same size as a regular book. It's very lightweight and easy to hold. I love that I can read it outside! I read it at the beach and it was perfect!",4,2018-08-03,,True,,Perfect for the beach!,,
1268,1,"I have only had my Paperwhite about a week, but already I love it! It is lightweight, easy to use, I love the ""swipe"" or ""touch"" to change pages, but the lit screen-YEA! Easy to read in a lighted or dark room! I am glad i got it. Nice upgrade from my others.",5,2018-08-03,,True,,Love it!,,
1269,1,"Very easy reading in low lighting conditions with the adjustable black light. Feels just like reading from a book rather than a normal LCD screen. Its very easy on the eyes. All things you would expect from a Kindle. Its a perfect replacement for paperback books. The battery life is also exceptional. I've read 6 novels on it on a single charge so far and I'm still only down half a battery. There are also a ton of accessories, namely cases out there.",5,2018-08-03,,True,,Perfect replacement for paperbacks,,
1270,1,This kindle is a bit different from my last one but it was really easy to figure out.  This is my third one and I'm completely satisfied with it!!!,5,2018-08-03,,True,,... different from my last one but it was really easy to figure out,,
1271,1,"It’s very nice. Getting used to it. Reading is great, compact and easier on my eyes. I have the Fire HDX 8.9 as well and find the HDX easier to look for my library and information on books.",4,2018-04-13,,True,,Paperwhite,,
1272,1,"I had a previous papewhite and I did a lot of reading on it.  But after two years, the charger port &#34;broke&#34; and I couldn't charge it anymore.  That is why I had to buy a new one.  I HOPE the same thing won't happen again because I love everything about the paperwhite.  A word of caution...don't be too rough with your charger/charger port.",4,2018-04-13,,,,I HOPE the same thing won't happen again because I love everything about the paperwhite,,
1273,1,great,5,2018-04-13,,,,Five Stars,,
1274,1,No words. Simply perfect.,5,2018-04-13,,True,,Simply perfect.,,
1275,1,Love it. I had always read my kindle books on my iPad. Can't read in the sun light with it and I was always charging the iPad. Now the kindle lasts a long time and you can read it in any light. Love it!!!,5,2018-04-13,,,,Love it. I had always read my kindle books ...,,
1276,1,This is my second kindle paperwhite. I fell asleep while reading with my first one and dropped it on the floor (this was the second time I had done this). The next day I tried to turn it on and it was completely dead. So I ordered another one. I won't be without one. That's how much I love mine.,5,2018-04-13,,True,,I truly love the Kindle paperwhite!!!,,
1277,1,There is a bit of an upgrade from my old kindle which I was very pleased to find. It's so easy to read whether you're in low light or bright sunshine. I just love it.,5,2018-04-13,,True,,Reading made easy.,,
1278,1,Item was exactly what I expected and needed,4,2018-04-13,,True,,Four Stars,,
1279,1,Love it! Wonderful selection of books available!,5,2018-04-12,,True,,Five Stars,,
1280,1,Love my Kindle! The screen is so much better than my iPad for reading.,5,2018-04-12,,True,,Easy on the eyes,,
1281,1,Bought for gift . So good<br />And great service,5,2018-06-15,,True,,Recommending,,
1282,1,"The product is good if it works. Stopped working suddenly within a month of purchase. Didn’t respond to resetting, charging, or anything else. amazon is sending the replacement but I’m now skeptical about the quality of the device.",2,2018-06-15,,True,,Stopped working within a month,,
1283,1,Fast delivery! It works as a start reader device.,5,2018-06-15,,,,5 star device,,
1284,1,"It is not intuitive nor as easily navigated as the old original Kindle with it's buttons.  But those days are gone, obviously.",4,2018-06-15,,True,,It is not intuitive nor as easily navigated as the old original Kindle with it's buttons,,
1285,1,Very happy with my new Kindle.,5,2018-06-15,,True,,Five Stars,,
1286,1,the light is very helpful!,5,2018-06-15,,True,,the light is very helpful!,,
1287,1,"I love it!  It’s my second Kindle. I enjoy reading books do much, I can’t put it down.",5,2018-06-15,,True,,It’s a perfect size.,,
1288,1,Wonderfull!,5,2018-06-15,,True,,Five Stars,,
1289,1,Love But sometimes a Pages flip by themselves,4,2018-06-15,,True,,Just what’s Above,,
1290,1,"I gave this to my adult son for Christmas and he is totally pleased with it.  Loves not having to purchase all the books, as he does not have room for keeping books in his room.",5,2018-06-14,,True,,... my adult son for Christmas and he is totally pleased with it,,
1291,1,This is the second Kindle I purchased. It lasted 2 years. The 1st one I purchased lasted 2 years. Very disappointed.,1,2018-12-13,,True,,Disappointed,,
1292,1,Works,5,2018-12-12,,True,,Works as expected,,
1293,1,It has a tiny black mark on the screen.,5,2018-12-12,,True,,Fits in my purse,,
1294,1,Reading,5,2018-12-12,,True,,Easy  to operate  and light weight,,
1295,1,"My first kindle & I use it every day. It's easy on the eyes, even during long periods of reading. I would certainly recommend it to a friend.",5,2018-12-12,,,,Great to read,,
1296,1,"Was at first concerned about the battery, but it finally took  a good charge  and keeping it.",4,2018-12-12,,True,,Its looking  good,,
1297,1,"Great screen, good light, not heavy.  Many useful features, linking to an account on Amazon for sending books",5,2018-12-12,,True,,Ideal for reading books,,
1298,1,"Great, light weight reader especially for traveling",5,2018-12-12,,True,,Light weight,,
1299,1,I bought it for my wife who is a avid reader which she loved to do at bed time.  Small enough to be used easily and comfortable yet still easily read without eye strain.  She swears by it and it doesn't keep me awake with a glaring screen.  Perfect for us both.,5,2018-12-12,,True,,Gets used every day.,,
1300,1,"Great e-reader, for all conditions. Only thing is that if they can replace the blue backlight with a warmer color for reduced eye strain when reading in the dark. Otherwise a great buy!",5,2018-12-11,,True,,Great e-reader,,
1301,1,love the backlight easy to read,5,2018-07-03,,True,,Five Stars,,
1302,1,"I love Kindle's and their functional usage....I need to get more used to this one, there are some things that were not on my other one.",4,2018-07-03,,True,,Kindle is the only way to e-book,,
1303,1,Love the Kindle. I've had the Paperwhite for about veggie years now and it had been one of the best purchases I have made. Battery life if still very good.<br /><br />Only thing missing is page turning buttons on both sides of the device so I can read using one hand.,5,2018-07-03,,True,,Great ereader. Still running great after years of use.,,
1304,1,"Love my paperwhite kindle, just wish it had an SD slot for more storage. I also wish Amazon would have an option to read books with a black background and white lettering!!!!! Please think 🤔 about that, much easier for my eyes overall.",4,2018-07-03,,True,,Love my Paperweight 💞,,
1305,1,I love it. The screen has no glare and can adjust font size. Older eyes need bigger fonts. That feature falls short on the fire. I will be using the paperwhite instead.,4,2018-07-03,,True,,No glare screen,,
1306,1,Easy to see and read,5,2018-07-03,,True,,Can keep multiple books on your kindle,,
1307,1,"Good replacement for,my old kindle hope it lasts as long as,the old one",5,2018-07-03,,True,,No need for extra light,,
1308,1,Replaced my Nook as it was completely outdated. Works great and best feature is the auto light as my commute takes me through tunnels and this helps alot.<br />One issue is I wish the battery was reflected as a percentage instead of just the bar.,5,2018-07-03,,True,,Great E-Book,,
1309,1,Works easier than what I had previously,5,2018-07-03,,True,,Five Stars,,
1310,1,My wife loves it! She can read this in bed & there is not so much light that I am disrupted from sleeping.,5,2018-07-03,,True,,Nice Reader,,
1311,1,Clarity of print,5,2018-09-04,,True,,Great Product,,
1312,1,"I really like holding a ""real"" book, however, as I got older it is hard to hold the hardcover books without my arms<br />getting tired.  Also, great for walking on the treadmill and reading.  Could not do this with a regular hardcover book!!",5,2018-09-04,,True,,DELIGHTED CONVERT!!,,
1313,1,Nice product easy to use.  Wish it offered a bigger screen.,4,2018-09-04,,True,,Good deal for the money,,
1314,1,"Unfortunately after five years my original Kindle stopped turning on.  So, I purchased a new one.  Works great and I like the new features of just swiping the page to turn to the next page verses the forward button on the side.  Plus the on button is a button now, not a slide.<br />Readability is still great.  Sit outside to read and have no issues reading at all, even with sunglasses on.  In that bright of light I guess we don't need to have reading glasses:-)",5,2018-09-04,,True,,Great replacement,,
1315,1,"I love this Kindle Paper white.  This is my 5th Kindle.  When you are buying this model check the various options such as WiFi, with or without ads, with AT&T , etc.",5,2018-09-04,,True,,Know Options,,
1316,1,"Awesome reader, just the right size and with the white paper light you can read anywhere.",5,2018-09-04,,True,,Great Value,,
1317,1,"I had an e-ink Kindle for several years, and loved it. The Paperwhite is worse in almost every way. The UI and menus are not really intuitive.",2,2018-09-04,,True,,Terrible user interface,,
1318,1,I was pleasantly surprised with the sharpness and clarity of this Kindle Paperwhite.  The led back light feature allows for reading in all light conditions.  Weighs only ounces.  I purchased the package which included the cover and fast charger and glad I did.  I would recommend this product.,5,2018-09-04,,True,,Paperwhite,,
1319,1,I love everything about it,5,2018-09-04,,True,,Great item works great,,
1320,1,This product is perfect for book lovers. Gifted it to my brother and he just can’t get enough of it.,5,2018-09-04,,,,Easy reading experience,,
1321,1,Love this Kindle.  Like that I can adjust brightness and contrast. Don't like book covers instead of written titles and authors.  Can't read them.  Would like books I have bought and not read yet in list form as in old Kindle.,4,2018-05-26,,True,,Love this Kindle,,
1322,1,I like being able to ready anywhere.  No light needed.  I wish it told me how many pages in the chapter I'm reading.,4,2018-05-26,,True,,I like being able to ready anywhere,,
1323,1,It seems to be hard to access a different book when I get done with the one I've been reading and the charge on the battery only lasts 3 days not weeks!,3,2018-05-26,,True,,It seems to be hard to access a different book ...,,
1324,1,"I hesitated to purchase a Paperwhite for a long time. I love the feel of a book in my hands, and I've found other e-readers to be too cumbersome and harsh on my eyes. I love the Paperwhite. It's just the right size and weight. There's no harsh backlighting and the print is close to a paperback book. Page turning is effortless as is bookmarking my page. It isn't the same as holding the actual book, but it is the next best thing.",4,2018-05-26,,True,,"Easy to read, navigate, and hold. Next best thing to a paperback",,
1325,1,I thoroughly enjoy my Kindle Paperwhite!,5,2018-05-26,,True,,Five Stars,,
1326,1,"Love my kindle, keep it with me so I don't get upset about waiting for anything, almost.",5,2018-05-26,,True,,Five Stars,,
1327,1,I love the paper white kindle. Bought one for my mom for mother’s day and one for myself as well and we both think they are great. They are light weight and eye friendly.,5,2018-05-26,,True,,Love it,,
1328,1,"The Kindle Paperwhite does exactly what I needed. Ease of turning the page, text brightly lit, book accessible at all times, and books available without seeing stacks of books waiting to be read.",5,2018-05-26,,True,,The Kindle Paperwhite does exactly what I needed. Ease ...,,
1329,1,Love this thing. Perfect for reading in the dark or anywhere really. I didn't read an entire book outside of an assigned one for school since 2009 until I got this for Christmas. Love being able to read multiple books on this one device as well instead of carrying around so many. Extremely lightweight as well.,5,2018-05-26,,True,,Great E-Reader and Got Me To Start Reading Again.,,
1330,1,Love it so far.,5,2018-05-26,,True,,Five Stars,,
1331,1,I just like the ease of use and the light weight.,5,2018-05-06,,True,,Great Kindle,,
1332,1,Perfect!  I carry this around with me as my best friend when I can find a quiet moment to READ!,5,2018-05-06,,True,,Why did I wait so long to get one of these!,,
1333,1,Never leave home without it.,5,2018-05-06,,True,,Five Stars,,
1334,1,"Cool book for reading, don't have problems with it, but be care if you update kindle with low battery=)",5,2018-05-06,,True,,Five Stars,,
1335,1,"Light weight, easy to read in bright sunlight. This is my third kindle and second Kindle Paperwhite, just love this product.",5,2018-05-06,,True,,easy to read in bright sunlight,,
1336,1,So easy to use,5,2018-05-06,,True,,Five Stars,,
1337,1,"Very good screen resolution and quality. Nice touch&feel experience. Email to kindle is very convenient.<br />Backlight is not regular, it was annoying for some time, but later I got used to it.",4,2018-05-05,,True,,Very good screen resolution and quality,,
1338,1,"I love the Kindle Paperwhite -- except that after a year and a half I can only get about 2 to 3 hours of reading in on a charge.<br />And that is with the wireless turned off, and the screen is not at max.<br /><br />Jim",3,2018-05-05,,True,,I love the Kindle Paperwhite -- except that after a year ...,,
1339,1,Stopped working on the second day I got it.  It would power back on after charging. Took forever for a refund as well,1,2018-05-05,,True,,Stopped working on the second day I got it. ...,,
1340,1,This is an amazing product. I'm so happy I decided to get this. I always wanted to get into reading more and this helped a lot. Its so crazy how it is like a real book. It feels and looks like a real book. Its so nice to have so many books on the go all in no place taking up no space up at all. Its also nice to have books cheaper instead of buying paper which will cost more.,5,2018-05-05,,True,,This is an amazing product. I'm so happy I decided to get ...,,
1341,1,Love my kindle!,5,2018-03-14,,True,,Five Stars,,
1342,1,"Can’t be without it.  My husband and I have had Kindles since they were first introduced.  Love it, easy to travel with and you can use it antwhere",5,2018-03-14,,True,,A GREAT PRODUCT,,
1343,1,Read on it all the time,5,2018-03-14,,True,,Five Stars,,
1344,1,So much better than my original or e ink.  The Built in light is amazing,5,2018-03-14,,True,,Five Stars,,
1345,1,"I love it, I love that I can turn off the backlight. And that the battery has such a long life. It's great.",5,2018-03-14,,True,,"I love it, I love that I can turn off ...",,
1346,1,Still getting to know it.  Dropped my last one in water.  So far so good.  Very good to read in low light.,5,2018-03-14,,True,,Ease of reading from screen,,
1347,1,It's perfect,5,2018-03-14,,True,,Five Stars,,
1348,1,"I was enjoying my e-reader very much, until it just quit working.  Havent even had it a full year.",3,2018-03-14,,True,,Quit Working After Less than a Year,,
1349,1,"Back in the day I never thought a Kindle could replace a good ole Hard cover Book. But wonders never cease.  The best thing about it is I never make a move without stashing my kindle somewhere on or near my body.  Made for a traveler that loves to read.  How could you travel any place with over 300 books?  The extra airline costs would paralyze your funds. Change or enlarge fonts, dim the light brighter or lower which ever you prefer.  Dictionary at your finger tip....just hold it on the strange word and the dictionary definition appears like magic.<br /> I just love my Kindle.",5,2018-03-14,,True,,you,,
1350,1,So light and easy to navigate,4,2018-03-14,,True,,So light,,
1351,1,I love the tempered light in background and the ease of turning pages.,5,2018-07-30,,True,,Five Stars,,
1352,1,I have always loved the convenience of the Kindle and the ease of carrying a ton of books at once.  It is so nice to have everything in one place.,5,2018-07-30,,True,,Love the Kindle,,
1353,1,"Have Kindle Fire, and this is my 2nd Paperwhite. Can't beat the Paperwhite for all around flexibility.",5,2018-07-30,,True,,Five Stars,,
1354,1,"Was worried about the lighting and it offers many options -- all of which work very well.  The &#34;touch&#34; and page turning is feather light and also works very well.<br />I bought it with the leather case, and I like the auto-off and auto-on feature it allows.<br /><br />Overall -- very pleased!",5,2018-07-30,,True,,Great for heavy readers!,,
1355,1,I had an original Kindle and loved it.  Unfortunately a year ago I left it on a plane.  Although I could have gotten the Paperwhite as a replacement I opted for the cheaper version.  I've been slightly dissatisfied with that so when the Paperwhite went on sale during Prime Day I got one.  I'm very pleased.  My first two required a light if I wanted to read at night and they were okay at best.  The paperwhite lighting is perfect day or night.  I'm very happy with this purchase.,5,2018-07-30,,True,,paperwhite versus previous Kindles,,
1356,1,Easy to set up for my children.,5,2018-07-30,,True,,Five Stars,,
1357,1,Ordering was easy and it arrived the next day!  I'm still learning how to operate--I miss owner's manuals!  But I was able to download a book and loved reading it on my new Kindle Paperwhite!,5,2018-07-30,,True,,Ordering was easy and it arrived the next day,,
1358,1,Clear screen and easy to read.  Sometimes the swipe is not very smooth.,4,2018-07-30,,True,,Four Stars,,
1359,1,I usually use my iPad mini for reading.  The Kindle Paperwhite is lighter and easier to use.,5,2018-07-30,,True,,Five Stars,,
1360,1,Display is very good.  Books are easy to read.  The setup is relatively easy but they need to add the ability to go back when you inadvertently move forward in the setup.,4,2018-07-30,,True,,Nice Display - Easy to Read,,
1361,1,"Transfer of library from Kindle #1 to Kinndle #2 is confusing and access to same is difficult. Still not sure sure how to go from cover display of book to  simple listing of titles and author. Why can't it be set up the same way as my #1, identifying those volumes on my kindle and those stored in the cloud?",4,2018-04-29,,True,,How to set up the same as Kindle #1?,,
1362,1,"I bought mine at Best Buy 1 1/2 years ago and tried using this for a month, then went back to my simple entry level Kindle. The only thing I love about this is the screen - it is bright and easy on the eyes. I have an eye condition that requires bright light to see well and this did fulfill that need. However, if you want to feel like you are reading a real book, the bells and whistles on this will annoy you. You cannot go ahead a chapter or back in a single stroke if at all. It is touch screen but is too narrow to just touch the side to move forward a page without looking to make sure you don't hit any of the print which pulls up a help screen. Why do these developers think more complicated is necessarily better? Computers were supposed to make life easier - not more compicated. One of the attractions of reading a book is its simplicity in use and your ability to get involved in the story without being distracted by side issues. The new Kindles fails in this repsect.",3,2018-04-29,,True,,Great screen...poor ease of use,,
1363,1,"I like the Paperwhite, but found I actually like the older Kindle Touch better.  Somehow the glossiness of the Paperwhite screen was harder to read in normal light compared to the Touch.  The software does work way faster on Paperwhite, though, and it has a backlight if that matters a lot to you.  The Touch's design also feels higher quality than the Paperwhite, which feels &#34;plasticy&#34; to me.<br /><br />I'm sure if I didn't already own the Touch, I'd have been totally happy with the Paperwhite.  Thought I'd throw this review out there as a different take to the many people gushing over the Paperwhite.  I returned the Paperwhite for my money back and am still going strong with the Touch.  Kindle Touch also allows you to listen to audio books, which the Paperwhite doesn't.",3,2018-04-29,,,,I like the old Kindle Touch better.,,
1364,1,"Dropped my Kindle into a bubble bath! Thought it was a goner. Amazon said that there's no hope. Not true! After a week in a bag full of (uncooked) rice to dry it out, I bought a new battery on e bay and now it's working perfectly.",5,2018-04-29,,True,,Can be repaired,,
1365,1,"Best e-book ever had. So impressed and bough 3 more: for wife, for kids and for mother. Highly recommend.",5,2018-04-29,,True,,Perfect gadget.,,
1366,1,"I have an iPad , iPhone  and had bought a Fire 7 thinking that would be my Amazon go to and reader. Love the 7 but if you are a reader you still need something better. My job is at a computer all day and when I want to read I just can’t spend enough time on a regular screen . Saw the Paperwhite on sale and am happy I made the purchase . Just the right size for holding and my eyes are thanking me . Can take it outside and read fine with no glare .  There was a spill across the screen and I immediately turned it over , gently soaked up excess and left it to dry and still working with no issues . Went ahead and bought a case and screen protector .",5,2018-04-29,,True,,Great Reader,,
1367,1,"I had been reading on my Kindle Fire which caused some eye strain.  I had been looking at the Paperwhite for awhile and when I saw it on sale I jumped on it.  I love my Paperwhite!!!  No more eyestrain and it is terrific outdoors!!  Recommended the Paperwhite to my sister, she ordered one and loves it as well.",5,2018-04-28,,True,,Unbeatable device for reading anywhere!!!,,
1368,1,Great product and I love mine. Just the right size to go in your back pocket for use when you get caught in a line or have a few minutes!!!,5,2018-04-28,,True,,Great product and I love mine,,
1369,1,great!,5,2018-04-28,,True,,Five Stars,,
1370,1,"I had been using the Kindle app on my phone and Android tablet, so I didn't really seen the benefit of owning a dedicated e-reader. I decided to pick up a Paperwhite while there were on sale, just to try it. If I wasn't happy I planned to return it.<br /><br />I now can imagine living without it. The battery life is fantastic, the display is crisp and clear no matter the lighting.<br /><br />If you are thinking of buying one, just do it. You will not regret it.",5,2018-04-28,,True,,Outstanding e-reader with fantastic battery life.,,
1371,1,I love the Paperwhite- bought this one to replace my previous model (which was kidnapped and chewed on by a naughty puppy).,5,2018-11-06,,True,,Reliably good,,
1372,1,"she loves it. the paper white is the way to go for her, no audible but then not needed. traded in an old relic and got minimum return but thats ok.",5,2018-11-06,,True,,the wife new Kindle,,
1373,1,"Opposed to kindles until I saw somebody reading one of these in full sun and it looked like a sheet of paper...I've since read a few books on my own, love the ability to highlight words and names for definitions and background, and to link it with Libby for free and immediate access to books.<br />My only gripe would be the typing keyboard when writing notes...it is very poor and my notes end up incoherent when I'm trying to get my thoughts out quickly. Small but very real issue",5,2018-11-06,,True,,Love this thing,,
1374,1,"This works perfectly as advertised, though I wish the ""experimental browser"" worked a little better. It would really help if one could request a mobile version of sites -- then they would load much better and the little Kindle wouldn't get overloaded with all the images ads that typically get sent to ""desktop"" browsers! It would be really nice if I could properly load simple sites like the NYT or Pocket so I could read articles on my Kindle and not just books.",4,2018-11-06,,True,,Works but very simple,,
1375,1,I've had kindles for years and bought this one as a replacement for my previous kindle paperwhite which had a small crack in the screen.  Previous versions have had weeks long battery life.  This one drains the battery 7% overnight without me using it.  Stay away and wait for them to fix their problems.,1,2018-11-06,,True,,lousy battery life,,
1376,1,Reeding,5,2018-11-06,,True,,Beautiful,,
1377,1,"I really like the black and white ""paper"" feel of this tablet and how it resembles a book. Also the battery is great. But the touch is difficult and frustrating at times and for that I give 3 stars",3,2018-11-05,,True,,I love everything it does and the way it looks but the touch is difficult and kind of buggy,,
1378,1,"I was excited about a longer charge on the new paperwhite. However, the charge is only lasting about 1 day (even though I purchased the recommended charger).  The adjustment from a 2010 Kindle to this touch screen has been frustrating. It seems I touch something wrong and the book advances by 20 or 30 pages. Spending a lot of time going back to where I need to be.",3,2018-11-05,,True,,A little diappointed,,
1379,1,This is my second kindle.  My first one was one of the first kind made.  I wanted one I can read without putting lights on if I read when others are sleeping.,5,2018-11-05,,True,,Convenient lighted screen.,,
1380,1,The kindle is awesome.,5,2018-11-05,,True,,I love my kindle,,
1381,1,"Had to get an e-reader for my husband, he was always using mine.<br />I read a lot more with the reader. I thought I wouldn't like it but I love it.",5,2019-02-06,,True,,good product,,
1382,1,"I loved my Kindle. Then it suddenly stopped working. It would not power on, even though it was fully charged. My Nook lasted for years before I had a similar problem with it.  So disappointed!  BUT -- I called tech support. They told me how to  reboot it! I just needed to hold down the power button for over 40 seconds, and lo and behold, working again! I love to read,  but my arthritis and less than stellar vision makes holding and reading traditional books difficult.  So Kindle is wonderful.  Only reason I did not give it 5 stars is that I would like the books I've read to not appear on my home screen once I've placed them in a collection.  This would make it so much easier to organize my reading.",4,2019-02-05,,True,,Suddenly stopped working but tech support fixed issue,,
1383,1,"Was great for the first year.  At 13 months the screen froze on advertisement.  Could not open or reset.  Called customer service and they said they did not know what was wrong and could not help.  As it was one-month past warranty, it is not replaceable.",1,2019-02-04,,True,,Bad reliability,,
1384,1,"This just works.  Whether I'm reading in my home or on the beach, I have no issues with glare or battery life.  I liked it so much, I bought my girlfriend one as well.  You will not regret this purchase.",5,2019-02-04,,True,,Great E-reader...,,
1385,1,"I cannot figure it out.  Sometimes there is no problem, but usually nothing happens.  No instructions except on line.  That is not very good for the elders.  So basically it is a bust so far.  My friends enjoy them so I gave it 3 stars.  Me, not very much.  The librarians couldn’t figure out what was happening and they were younger than my kids.  So on to a daughter-in-law who is young, a professional and home on pregnancy leave.  She now has lots of time.  Wish me luck.",3,2019-02-04,,True,,"Next time include paper instructions, please.",,
